"store_type","product_category","country","years","months","actual_value","pct_overstock","prev_overstock","change_overstock","pct_slow_movers","prev_slow_movers","change_slow_movers","classification","ranking"
"Store","Cameras and camcorders ","Iran","Year 2008","October","10021.56","60.00","82.00","-22.00","20.00","17.00","3.00","WORST","3"
"Store","Music, Movies and Audio Books","Iran","Year 2008","September","13875.16","83.00","69.00","14.00","18.00","11.00","7.00","WORST","1"
"Store","Audio","Kyrgyzstan","Year 2008","March","6371.20","68.00","80.00","-12.00","16.00","0.00","16.00","WORST","2"
"Store","Cameras and camcorders ","Iran","Year 2008","September","12456.48","82.00","68.00","14.00","17.00","10.00","7.00","WORST","2"
"Store","Cameras and camcorders ","Kyrgyzstan","Year 2008","May","4606.70","83.00","100.00","-17.00","50.00","100.00","-50.00","WORST","1"
"Store","Audio","Kyrgyzstan","Year 2008","May","3559.06","80.00","50.00","30.00","33.00","40.00","-7.00","WORST","2"
"Store","Audio","Iran","Year 2008","September","8158.75","63.00","68.00","-5.00","13.00","3.00","10.00","WORST","3"
"Store","Audio","Armenia","Year 2008","October","6379.13","57.00","70.00","-13.00","14.00","5.00","9.00","WORST","1"
"Store","Music, Movies and Audio Books","South Korea","Year 2009","October","18386.43","75.00","86.00","-11.00","14.00","2.00","12.00","WORST","2"
"Store","Audio","Kyrgyzstan","Year 2008","November","8044.34","88.00","100.00","-12.00","16.00","16.00","0.00","WORST","2"
"Store","Audio","Thailand","Year 2008","May","6023.62","60.00","47.00","13.00","25.00","33.00","-8.00","WORST","3"
"Store","Audio","Kyrgyzstan","Year 2008","October","2989.68","100.00","57.00","43.00","16.00","42.00","-26.00","WORST","1"
"Store","Music, Movies and Audio Books","Thailand","Year 2008","May","2175.65","100.00","100.00","0.00","42.00","25.00","17.00","WORST","2"
"Store","Music, Movies and Audio Books","Kyrgyzstan","Year 2008","September","4411.85","66.00","41.00","25.00","16.00","41.00","-25.00","WORST","1"
"Store","Audio","Kyrgyzstan","Year 2008","September","8302.33","57.00","50.00","7.00","42.00","25.00","17.00","WORST","2"
"Store","Music, Movies and Audio Books","United Kingdom","Year 2009","February","73233.76","76.00","64.00","12.00","7.00","2.00","5.00","WORST","1"
"Online","Music, Movies and Audio Books","China","Year 2007","November","12129.31","80.00","61.00","19.00","14.00","11.00","3.00","WORST","4"
"Store","Cameras and camcorders ","Taiwan","Year 2007","June","9054.45","66.00","100.00","-34.00","16.00","0.00","16.00","WORST","3"
"Reseller","Audio","China","Year 2007","November","12150.36","75.00","77.00","-2.00","24.00","20.00","4.00","WORST","5"
"Store","Audio","Turkmenistan","Year 2008","November","22022.00","67.00","76.00","-9.00","18.00","19.00","-1.00","WORST","1"
"Store","Audio","Iran","Year 2009","December","12213.98","61.00","74.00","-13.00","19.00","12.00","7.00","WORST","2"
"Store","Cameras and camcorders ","Thailand","Year 2008","May","5827.92","100.00","100.00","0.00","28.00","27.00","1.00","WORST","1"
"Store","Cameras and camcorders ","Kyrgyzstan","Year 2009","December","5127.18","75.00","100.00","-25.00","25.00","0.00","25.00","WORST","1"
"Store","Cameras and camcorders ","Bhutan","Year 2008","July","3494.10","75.00","100.00","-25.00","75.00","11.00","64.00","WORST","1"
"Store","Cameras and camcorders ","Turkmenistan","Year 2008","May","11696.09","52.00","58.00","-6.00","17.00","8.00","9.00","WORST","3"
"Reseller","Audio","China","Year 2007","October","18200.54","77.00","68.00","9.00","20.00","7.00","13.00","WORST","2"
"Catalog","Audio","United States","Year 2007","August","27113.12","88.00","87.00","1.00","14.00","5.00","9.00","WORST","3"
"Store","Music, Movies and Audio Books","Taiwan","Year 2007","July","726.16","66.00","100.00","-34.00","66.00","0.00","66.00","WORST","1"
"Store","Cameras and camcorders ","Australia","Year 2009","February","12643.07","92.00","76.00","16.00","38.00","15.00","23.00","WORST","1"
"Store","Music, Movies and Audio Books","Taiwan","Year 2007","December","668.48","100.00","75.00","25.00","25.00","50.00","-25.00","WORST","1"
"Store","Audio","Syria","Year 2009","November","16513.07","60.00","63.00","-3.00","24.00","11.00","13.00","WORST","2"
"Store","Cameras and camcorders ","Australia","Year 2007","November","13066.10","73.00","95.00","-22.00","20.00","4.00","16.00","WORST","1"
"Store","Cameras and camcorders ","Iran","Year 2009","July","4090.24","57.00","80.00","-23.00","42.00","20.00","22.00","WORST","1"
"Store","Audio","South Korea","Year 2009","October","15400.99","77.00","43.00","34.00","25.00","5.00","20.00","WORST","1"
"Store","Cameras and camcorders ","France","Year 2009","June","64299.39","80.00","46.00","34.00","6.00","7.00","-1.00","WORST","4"
"Reseller","Music, Movies and Audio Books","United States","Year 2007","November","11090.36","87.00","70.00","17.00","5.00","2.00","3.00","WORST","4"
"Store","Cameras and camcorders ","Iran","Year 2009","June","5075.59","80.00","40.00","40.00","20.00","0.00","20.00","WORST","1"
"Store","Audio","Syria","Year 2009","July","10159.98","55.00","27.00","28.00","33.00","5.00","28.00","WORST","1"
"Store","Music, Movies and Audio Books","Bhutan","Year 2008","June","4973.50","90.00","100.00","-10.00","45.00","54.00","-9.00","WORST","2"
"Store","Music, Movies and Audio Books","Syria","Year 2009","December","10523.57","69.00","81.00","-12.00","26.00","12.00","14.00","WORST","1"
"Store","Cameras and camcorders ","Syria","Year 2009","April","12481.42","73.00","42.00","31.00","20.00","14.00","6.00","WORST","1"
"Online","Music, Movies and Audio Books","China","Year 2007","September","12925.50","73.00","57.00","16.00","18.00","8.00","10.00","WORST","3"
"Store","Music, Movies and Audio Books","Australia","Year 2007","November","6328.59","57.00","24.00","33.00","28.00","20.00","8.00","WORST","2"
"Store","Audio","South Korea","Year 2009","November","16320.89","68.00","77.00","-9.00","18.00","25.00","-7.00","WORST","3"
"Store","Cameras and camcorders ","Thailand","Year 2008","March","4040.25","100.00","100.00","0.00","33.00","0.00","33.00","WORST","1"
"Store","Audio","Germany ","Year 2009","December","52746.89","61.00","75.00","-14.00","7.00","2.00","5.00","WORST","3"
"Online","Audio","United States","Year 2007","August","24943.50","88.00","88.00","0.00","6.00","8.00","-2.00","WORST","2"
"Store","Audio","Iran","Year 2009","May","9944.80","60.00","25.00","35.00","17.00","8.00","9.00","WORST","2"
"Store","Music, Movies and Audio Books","South Korea","Year 2009","November","11317.87","84.00","75.00","9.00","23.00","14.00","9.00","WORST","1"
"Store","Audio","Thailand","Year 2008","June","4419.01","63.00","60.00","3.00","27.00","25.00","2.00","WORST","3"
"Store","Music, Movies and Audio Books","France","Year 2009","March","25914.99","82.00","86.00","-4.00","14.00","4.00","10.00","WORST","5"
"Store","Cameras and camcorders ","Bhutan","Year 2008","March","5479.23","77.00","100.00","-23.00","55.00","20.00","35.00","WORST","1"
"Reseller","Audio","France","Year 2009","May","47179.84","84.00","82.00","2.00","7.00","3.00","4.00","WORST","2"
"Store","Cameras and camcorders ","Iran","Year 2009","October","13897.04","93.00","70.00","23.00","18.00","10.00","8.00","WORST","1"
"Reseller","Audio","China","Year 2008","April","17480.16","81.00","73.00","8.00","12.00","21.00","-9.00","WORST","2"
"Store","Cameras and camcorders ","China","Year 2008","April","21976.52","80.00","85.00","-5.00","12.00","5.00","7.00","WORST","3"
"Store","Audio","Iran","Year 2009","September","15112.94","96.00","81.00","15.00","14.00","7.00","7.00","WORST","1"
"Store","Music, Movies and Audio Books","China","Year 2008","April","12747.14","78.00","72.00","6.00","31.00","24.00","7.00","WORST","4"
"Reseller","Audio","France","Year 2009","November","53692.71","97.00","93.00","4.00","5.00","6.00","-1.00","WORST","1"
"Online","Music, Movies and Audio Books","China","Year 2008","April","8879.83","77.00","70.00","7.00","14.00","13.00","1.00","WORST","5"
"Store","Cameras and camcorders ","South Korea","Year 2009","May","9065.34","75.00","60.00","15.00","33.00","6.00","27.00","WORST","1"
"Store","Audio","Russia","Year 2007","June","16570.62","65.00","62.00","3.00","20.00","20.00","0.00","WORST","1"
"Store","Cameras and camcorders ","Russia","Year 2007","June","8501.70","60.00","66.00","-6.00","10.00","22.00","-12.00","WORST","2"
"Store","Audio","Ireland ","Year 2007","April","12800.40","65.00","69.00","-4.00","15.00","15.00","0.00","WORST","2"
"Store","Cameras and camcorders ","Russia","Year 2007","March","15159.95","71.00","30.00","41.00","19.00","15.00","4.00","WORST","1"
"Online","Cameras and camcorders ","China","Year 2008","August","45033.26","75.00","68.00","7.00","12.00","5.00","7.00","WORST","1"
"Store","Cameras and camcorders ","China","Year 2008","August","26155.94","74.00","69.00","5.00","38.00","61.00","-23.00","WORST","2"
"Store","Cameras and camcorders ","Russia","Year 2007","May","7149.25","66.00","57.00","9.00","22.00","7.00","15.00","WORST","1"
"Store","Audio","Russia","Year 2007","May","15694.50","62.00","50.00","12.00","20.00","4.00","16.00","WORST","2"
"Store","Audio","Bhutan","Year 2008","March","4208.32","66.00","40.00","26.00","22.00","0.00","22.00","WORST","2"
"Store","Audio","Malta","Year 2007","February","7895.80","69.00","66.00","3.00","7.00","0.00","7.00","WORST","1"
"Reseller","Audio","France","Year 2009","October","45139.76","93.00","93.00","0.00","6.00","0.00","6.00","WORST","1"
"Reseller","Music, Movies and Audio Books","France","Year 2009","October","37845.52","80.00","87.00","-7.00","5.00","0.00","5.00","WORST","2"
"Store","Cameras and camcorders ","South Korea","Year 2009","March","21375.08","59.00","50.00","9.00","22.00","16.00","6.00","WORST","2"
"Reseller","Music, Movies and Audio Books","China","Year 2008","August","23814.96","69.00","66.00","3.00","10.00","7.00","3.00","WORST","4"
"Online","Audio","China","Year 2008","August","33587.21","67.00","75.00","-8.00","15.00","8.00","7.00","WORST","5"
"Reseller","Cameras and camcorders ","France","Year 2009","October","33639.62","66.00","91.00","-25.00","6.00","0.00","6.00","WORST","5"
"Store","Audio","South Korea","Year 2009","June","23009.26","70.00","55.00","15.00","21.00","22.00","-1.00","WORST","1"
"Online","Cameras and camcorders ","United States","Year 2009","February","88801.47","100.00","90.00","10.00","9.00","4.00","5.00","WORST","1"
"Store","Cameras and camcorders ","Russia","Year 2008","April","12211.52","81.00","85.00","-4.00","27.00","14.00","13.00","WORST","1"
"Store","Music, Movies and Audio Books","Russia","Year 2008","April","4491.19","75.00","31.00","44.00","25.00","3.00","22.00","WORST","2"
"Store","Audio","Russia","Year 2008","April","20606.70","67.00","74.00","-7.00","17.00","11.00","6.00","WORST","3"
"Store","Music, Movies and Audio Books","Bhutan","Year 2008","May","2424.53","100.00","25.00","75.00","54.00","25.00","29.00","WORST","1"
"Store","Music, Movies and Audio Books","Syria","Year 2008","September","17863.23","61.00","40.00","21.00","35.00","18.00","17.00","WORST","3"
"Store","Audio","Armenia","Year 2007","July","2179.00","60.00","100.00","-40.00","40.00","0.00","40.00","WORST","1"
"Store","Music, Movies and Audio Books","Malta","Year 2007","March","2265.82","64.00","0.00","64.00","35.00","0.00","35.00","WORST","2"
"Catalog","Cameras and camcorders ","United States","Year 2008","December","56123.26","100.00","86.00","14.00","5.00","0.00","5.00","WORST","1"
"Store","Music, Movies and Audio Books","Malta","Year 2007","May","2982.69","75.00","54.00","21.00","33.00","33.00","0.00","WORST","1"
"Reseller","Cameras and camcorders ","United States","Year 2009","January","39121.26","92.00","85.00","7.00","7.00","0.00","7.00","WORST","2"
"Store","Audio","Syria","Year 2008","September","25405.85","86.00","75.00","11.00","34.00","20.00","14.00","WORST","2"
"Store","Music, Movies and Audio Books","Ireland ","Year 2007","July","1897.31","58.00","41.00","17.00","41.00","50.00","-9.00","WORST","2"
"Catalog","Cameras and camcorders ","United States","Year 2009","December","82713.40","100.00","94.00","6.00","5.00","11.00","-6.00","WORST","1"
"Store","Cameras and camcorders ","South Korea","Year 2009","December","6528.73","100.00","70.00","30.00","50.00","10.00","40.00","WORST","1"
"Online","Audio","Germany","Year 2007","April","21041.46","92.00","91.00","1.00","20.00","2.00","18.00","WORST","2"
"Online","Music, Movies and Audio Books","United States","Year 2007","September","16189.86","86.00","86.00","0.00","11.00","11.00","0.00","WORST","2"
"Online","Cameras and camcorders ","Germany","Year 2007","August","21039.75","86.00","87.00","-1.00","6.00","6.00","0.00","WORST","1"
"Store","Music, Movies and Audio Books","Russia","Year 2008","July","11938.34","59.00","71.00","-12.00","18.00","42.00","-24.00","WORST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2008","June","8989.92","71.00","86.00","-15.00","42.00","19.00","23.00","WORST","1"
"Store","Cameras and camcorders ","Ireland ","Year 2007","March","5963.10","70.00","100.00","-30.00","10.00","0.00","10.00","WORST","1"
"Store","Audio","Ireland ","Year 2007","March","4843.88","69.00","20.00","49.00","15.00","60.00","-45.00","WORST","2"
"Store","Cameras and camcorders ","Russia","Year 2008","March","12598.98","85.00","100.00","-15.00","14.00","0.00","14.00","WORST","1"
"Store","Audio","Russia","Year 2008","March","21081.48","74.00","74.00","0.00","11.00","7.00","4.00","WORST","2"
"Online","Music, Movies and Audio Books","China","Year 2008","February","10434.61","74.00","69.00","5.00","14.00","7.00","7.00","WORST","3"
"Store","Music, Movies and Audio Books","Russia","Year 2008","May","10466.59","86.00","75.00","11.00","19.00","25.00","-6.00","WORST","1"
"Store","Audio","Russia","Year 2008","May","12324.30","80.00","67.00","13.00","19.00","17.00","2.00","WORST","2"
"Store","Cameras and camcorders ","Russia","Year 2008","May","24224.21","60.00","81.00","-21.00","13.00","27.00","-14.00","WORST","3"
"Store","Cameras and camcorders ","Russia","Year 2008","November","16688.00","75.00","44.00","31.00","12.00","22.00","-10.00","WORST","1"
"Store","Cameras and camcorders ","Denmark       ","Year 2009","December","1529.00","100.00","100.00","0.00","100.00","0.00","100.00","WORST","2"
"Store","Cameras and camcorders ","Thailand","Year 2008","June","3277.95","75.00","100.00","-25.00","75.00","28.00","47.00","WORST","2"
"Store","Music, Movies and Audio Books","Armenia","Year 2008","September","6393.61","52.00","85.00","-33.00","17.00","10.00","7.00","WORST","3"
"Store","Music, Movies and Audio Books","Turkmenistan","Year 2008","May","5201.12","77.00","81.00","-4.00","25.00","9.00","16.00","WORST","1"
"Store","Cameras and camcorders ","Greece ","Year 2007","August","12415.10","76.00","72.00","4.00","11.00","0.00","11.00","WORST","1"
"Store","Audio","Russia","Year 2008","September","19467.08","66.00","51.00","15.00","12.00","3.00","9.00","WORST","1"
"Store","Cameras and camcorders ","South Korea","Year 2009","August","8915.14","90.00","100.00","-10.00","20.00","0.00","20.00","WORST","1"
"Reseller","Cameras and camcorders ","China","Year 2008","February","9530.69","70.00","77.00","-7.00","10.00","0.00","10.00","WORST","5"
"Store","Audio","South Korea","Year 2009","April","3953.43","100.00","70.00","30.00","50.00","10.00","40.00","WORST","1"
"Store","Music, Movies and Audio Books","Armenia","Year 2009","April","4328.57","63.00","25.00","38.00","27.00","12.00","15.00","WORST","1"
"Online","Audio","Germany","Year 2007","February","23446.70","86.00","79.00","7.00","8.00","8.00","0.00","WORST","1"
"Online","Audio","United States","Year 2007","November","39708.78","89.00","59.00","30.00","13.00","8.00","5.00","WORST","2"
"Catalog","Cameras and camcorders ","United States","Year 2007","November","48701.20","93.00","70.00","23.00","6.00","5.00","1.00","WORST","1"
"Online","Audio","Germany","Year 2007","January","21036.40","79.00","","","8.00","","","WORST","1"
