"product","actual_value","pct_overstock","actual_value_overstock","solution_layer"
"Fabrikam SLR Camera X147 Silver","13374414.50","99.00","13342786.9","Reduce purchasing"
"WWI Floor Lamp X115 Grey","13377980.64","99.00","13336047.36","Reduce purchasing"
"Fabrikam Coffee Maker 12C M100 Gold","13359103.84","99.00","13320222.24","Reduce purchasing"
"Contoso Home Theater System 4.1 Channel M1400 Brown","13325679.12","99.00","13301282.28","Reduce purchasing"
"Contoso Coffee Maker 12C M1000 Black","13347439.36","98.00","13294642.24","Reduce purchasing"
"Contoso SLR Camera X144 Gold","13315473.68","99.00","13292729.72","Reduce purchasing"
"Litware Home Theater System 5.1 Channel M511 Black","13353903.36","98.00","13291544.00","Reduce purchasing"
"Litware Refrigerator 9.7CuFt M560 Brown","13369768.83","98.00","13278631.41","Reduce purchasing"
"Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White","13323391.36","98.00","13277711.64","Reduce purchasing"
"WWI Projector 1080p DLP86 Silver","13259939.55","99.00","13259939.55","Reduce purchasing"
"Fabrikam SLR Camera X147 Grey","13292994.80","99.00","13248545.2","Reduce purchasing"
"Fabrikam Refrigerator 9.7CuFt M5600 Silver","13302662.67","98.00","13244851.62","Reduce purchasing"
"WWI Floor Lamp X115 Black","13289056.80","99.00","13238273.28","Reduce purchasing"
"Fabrikam SLR Camera X146 Black","13282374.00","99.00","13233608.4","Reduce purchasing"
"Fabrikam Refrigerator 9.7CuFt M5600 Brown","13275684.18","98.00","13231249.02","Reduce purchasing"
"Fabrikam Refrigerator 9.7CuFt M5600 Blue","13274777.34","98.00","13226941.53","Reduce purchasing"
"WWI Laptop12 M0120 White","13278858.12","97.00","13224581.40","Reduce purchasing"
"Adventure Works Coffee Maker 12C M100 White","13253714.24","98.00","13206237.76","Reduce purchasing"
"Fabrikam Coffee Maker 12C M100 Grey","13245324.00","98.00","13191299.04","Reduce purchasing"
"Fabrikam Budget Moviemaker 1'' 25mm E400 Grey","13223979.60","99.00","13182455.65","Reduce purchasing"
"Litware Refrigerator 9.7CuFt M560 Orange","13216739.58","98.00","13174344.81","Reduce purchasing"
"Fabrikam Coffee Maker 12C M100 Black","13173904.64","99.00","13142799.36","Reduce purchasing"
"A. Datum SLR Camera 35"" X358 Blue","13175481.78","99.00","13139829.72","Reduce purchasing"
"Contoso Home Theater System 5.1 Channel M1500 Silver","13170412.80","99.00","13127011.20","Reduce purchasing"
"A. Datum SLR Camera X135 Black","13170716.00","98.00","13115457.16","Reduce purchasing"
"Fabrikam Refrigerator 9.7CuFt M5600 Grey","13146006.06","99.00","13108145.49","Reduce purchasing"
"Proseware Laptop8.9 E089 White","13293340.80","95.00","13108027.8","Discount"
"Fabrikam Budget Moviemaker 1/2'' 3mm E300 White","13145401.00","98.00","13106416.75","Reduce purchasing"
"Litware Home Theater System 5.1 Channel M511 Brown","13142074.40","98.00","13077464.96","Reduce purchasing"
"WWI Floor Lamp X115 Silver","13100673.12","99.00","13073068.80","Reduce purchasing"
"Litware Refrigerator 9.7CuFt M560 Red","13155074.46","97.00","13066884.27","Reduce purchasing"
"Contoso SLR Camera X145 Blue","13105510.71","98.00","13043321.88","Reduce purchasing"
"WWI Projector 1080p DLP86 White","13085237.88","97.00","13038871.56","Reduce purchasing"
"A. Datum SLR Camera X137 Grey","13041917.20","99.00","13022181.90","Reduce purchasing"
"Fabrikam Budget Moviemaker 1'' 25mm E400 White","13063047.40","98.00","13009690.20","Reduce purchasing"
"Fabrikam Coffee Maker 12C M100 Silver","13048460.32","99.00","13009374.08","Reduce purchasing"
"Litware Refrigerator 9.7CuFt M560 Silver","13075045.83","98.00","12995697.33","Reduce purchasing"
"Fabrikam Laptop13.3W M3080 Red","13067899.76","97.00","12984208.72","Reduce purchasing"
"Adventure Works Laptop12 M1201 Blue","13063508.40","97.00","12982483.80","Reduce purchasing"
"Contoso SLR Camera X143 Silver","12982631.74","99.00","12970432.03","Reduce purchasing"
"Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black","12972610.83","98.00","12938538.94","Reduce purchasing"
"Adventure Works Coffee Maker 12C M100 Silver","12961488.32","99.00","12928950.56","Reduce purchasing"
"Adventure Works Floor Lamp X1150 Blue","13003952.64","99.00","12912921.60","Reduce purchasing"
"A. Datum SLR Camera 35"" X358 Black","12947542.38","98.00","12877407.18","Reduce purchasing"
"Adventure Works Coffee Maker 12C M100 Black","12941638.24","98.00","12865512.16","Reduce purchasing"
"Litware Refrigerator 9.7CuFt M560 Green","12885062.85","98.00","12840627.69","Reduce purchasing"
"A. Datum SLR Camera 35"" X358 Orange","12878576.10","98.00","12826364.34","Reduce purchasing"
"Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Grey","12855907.62","98.00","12808970.66","Reduce purchasing"
"Fabrikam Refrigerator 9.7CuFt M5600 Green","12809115.00","99.00","12759465.51","Reduce purchasing"
"WWI Projector 1080p DLP86 Black","12831051.09","97.00","12739974.39","Reduce purchasing"
"WWI Laptop16 M0160 White","12818255.64","96.00","12703388.82","Reduce purchasing"
"Litware Washer & Dryer 25.5in M350 Blue","13055999.58","93.00","12699278.28","Discount"
"Contoso SLR Camera X145 Pink","12756457.58","98.00","12684846.20","Reduce purchasing"
"Contoso SLR Camera 35"" X358 Grey","12724843.23","99.00","12679489.44","Reduce purchasing"
"Fabrikam Coffee Maker 12C M100 White","12695047.04","99.00","12674787.68","Reduce purchasing"
"Fabrikam Refrigerator 9.7CuFt M5600 Orange","12724552.17","99.00","12673542.42","Reduce purchasing"
"A. Datum SLR Camera 35"" X358 Silver Grey","12719797.80","98.00","12661156.98","Reduce purchasing"
"Fabrikam SLR Camera X149 Blue","12682111.52","99.00","12641186.74","Reduce purchasing"
"Contoso Coffee Maker 12C M1000 Grey","12674173.76","98.00","12635292.16","Reduce purchasing"
"Contoso Washer & Dryer 25.5in M255 Silver","12855686.85","95.00","12627934.02","Discount"
"A. Datum SLR Camera 35"" X358 Gold","12657845.04","99.00","12621024.06","Reduce purchasing"
"Adventure Works Laptop12 M1201 Red","12618751.68","98.00","12582241.80","Reduce purchasing"
"NT Washer & Dryer 25.5in M2550 Blue","12838572.40","95.00","12558557.92","Discount"
"Contoso Washer & Dryer 25.5in M255 Green","12775195.89","95.00","12555675.09","Discount"
"Adventure Works Coffee Maker 12C M100 Grey","12602959.04","98.00","12543613.44","Reduce purchasing"
"Contoso Coffee Maker 12C M1000 Silver","12585973.92","98.00","12543408.80","Reduce purchasing"
"Adventure Works Floor Lamp X1150 Grey","12574926.72","99.00","12532150.56","Reduce purchasing"
"NT Washer & Dryer 25.5in M2550 White","12877920.84","92.00","12517379.32","Discount"
"Contoso Air conditioner 25000BTU L1672 Red","12571765.92","98.00","12508549.92","Reduce purchasing"
"Fabrikam Budget Moviemaker 2/3'' 17mm E100 White","12523196.33","99.00","12505846.84","Reduce purchasing"
"Contoso Home Theater System 5.1 Channel M1500 Black","12545429.76","98.00","12497688.00","Reduce purchasing"
"Fabrikam Laptop10.1 M0100 White","12607157.16","96.00","12491172.72","Reduce purchasing"
"Contoso Home Theater System 5.1 Channel M1500 Brown","12515443.20","98.00","12461585.76","Reduce purchasing"
"WWI Floor Lamp X115 White","12500331.84","99.00","12447651.84","Reduce purchasing"
"Fabrikam Laptop13.3 M3000 Red","12471818.76","97.00","12426677.34","Reduce purchasing"
"WWI Laptop12 M0120 Black","12482669.40","97.00","12423121.20","Reduce purchasing"
"Fabrikam Budget Movie-Maker 1/3'' 8.5mm E200 Black","12438294.40","99.00","12404977.54","Reduce purchasing"
"Proseware Laptop12 M210 Black","12514688.76","96.00","12382316.04","Reduce purchasing"
"Litware Washer & Dryer 25.5in M350 Green","12727633.05","93.00","12379143.78","Discount"
"Litware Home Theater System 5.1 Channel M516 Brown","12472683.44","97.00","12367510.74","Reduce purchasing"
"WWI Floor Lamp X115 Blue","12364628.16","99.00","12337445.28","Reduce purchasing"
"Fabrikam Laptop12 M2001 Silver","12402621.00","96.00","12309101.04","Reduce purchasing"
"WWI Laptop8.9 E0089 Black","12449211.00","95.00","12295808.4","Reduce purchasing"
"NT Washer & Dryer 25.5in M2550 Green","12569538.88","94.00","12295014.88","Discount"
"Contoso SLR Camera 35"" X358 Black","12232350.00","99.00","12215224.71","Reduce purchasing"
"Contoso Home Theater System 5.1 Channel M1500 White","12258387.36","98.00","12205910.88","Reduce purchasing"
"Proseware Laptop12 M210 White","12248771.88","96.00","12173214.00","Reduce purchasing"
"Adventure Works Laptop12 M1201 White","12227490.72","96.00","12134556.48","Reduce purchasing"
"Litware Refrigerator 19CuFt M760 Grey","12175632.42","98.00","12134290.42","Reduce purchasing"
"Litware Refrigerator 19CuFt M760 White","12138424.62","97.00","12079305.56","Reduce purchasing"
"Fabrikam Laptop12 M2002 Red","12152710.26","96.00","12075973.68","Reduce purchasing"
"Contoso SLR Camera 35"" X358 Silver Grey","12073141.26","99.00","12044160.00","Reduce purchasing"
"Contoso Air conditioner 25000BTU L1672 Grey","11993971.68","99.00","11972478.24","Reduce purchasing"
"NT Washer & Dryer 25.5in M2550 Silver","12183375.12","95.00","11952774.96","Discount"
"Adventure Works 52"" LCD HDTV X790W White","11961742.75","99.00","11927980.83","Reduce purchasing"
"Contoso Washer & Dryer 25.5in M255 Red","12192551.10","94.00","11912662.08","Discount"
"Contoso Air conditioner 25000BTU L1672 White","11910948.00","99.00","11892615.36","Reduce purchasing"
"Contoso SLR Camera 35"" X358 Orange","11949124.05","98.00","11885704.02","Reduce purchasing"
"Contoso SLR Camera 35"" X358 Silver","11883822.12","99.00","11843361.27","Reduce purchasing"
"Contoso Home Theater System 5.1 Channel M1530 Brown","11848866.75","98.00","11819141.37","Reduce purchasing"
"Litware Washer & Dryer 25.5in M350 White","12064497.30","95.00","11801072.34","Discount"
"Fabrikam Refrigerator 19CuFt M7600 Silver","11851097.72","97.00","11791565.24","Reduce purchasing"
"Contoso Water Heater 4.3GPM M1250 Green","11846833.74","98.00","11776215.99","Reduce purchasing"
"Litware Refrigerator 19CuFt M760 Brown","11799006.80","98.00","11750223.24","Reduce purchasing"
"Contoso Air conditioner 25000BTU L1672 Blue","11781776.64","99.00","11746586.40","Reduce purchasing"
"Contoso Washer & Dryer 25.5in M255 White","11971200.96","95.00","11729728.08","Discount"
"Contoso Air conditioner 25000BTU L1672 Silver","11705706.72","99.00","11689059.84","Reduce purchasing"
"Contoso Washer & Dryer 25.5in M255 Blue","11908088.73","95.00","11661127.83","Discount"
"Contoso Washer & Dryer 25.5in M255 Pink","12007787.76","92.00","11620882.35","Discount"
"Litware Home Theater System 5.1 Channel M516 Silver","11689879.04","97.00","11608137.22","Reduce purchasing"
"A. Datum SLR Camera 35"" X358 Grey","11626273.14","98.00","11598024.24","Reduce purchasing"
"Contoso Home Theater System 5.1 Channel M1530 Silver","11623724.52","98.00","11588861.42","Reduce purchasing"
"Contoso Water Heater 4.3GPM M1250 Silver","11647893.45","97.00","11579696.88","Reduce purchasing"
"Fabrikam Laptop12 M2000 White","11599429.20","96.00","11511727.2","Reduce purchasing"
"Adventure Works 40"" LCD HDTV M690 Silver","11537728.80","97.00","11437615.8","Reduce purchasing"
"Adventure Works 40"" LCD HDTV M690 Brown","11573848.00","96.00","11437615.8","Reduce purchasing"
"Contoso Water Heater 4.3GPM M1250 White","11543379.18","97.00","11434829.61","Reduce purchasing"
"Fabrikam Refrigerator 19CuFt M7600 White","11475298.94","97.00","11418660.40","Reduce purchasing"
"Litware Refrigerator 19CuFt M760 Green","11463723.18","97.00","11396335.72","Reduce purchasing"
"Fabrikam SLR Camera M150 Orange","11424686.46","98.00","11392967.74","Reduce purchasing"
"Contoso Water Heater 4.3GPM M1250 Grey","11440075.50","98.00","11390441.31","Reduce purchasing"
"WWI Projector 1080p LCD86 White","11423949.12","99.00","11385169.74","Reduce purchasing"
"Fabrikam Refrigerator 19CuFt M7600 Blue","11422381.18","98.00","11363675.54","Reduce purchasing"
"Litware Refrigerator 19CuFt M760 Blue","11437677.72","97.00","11352926.62","Reduce purchasing"
"Litware Refrigerator 19CuFt M760 Silver","11404190.70","96.00","11328534.84","Reduce purchasing"
"Fabrikam SLR Camera M150 Green","11372062.22","98.00","11327007.22","Reduce purchasing"
"Adventure Works 52"" LCD HDTV X790W Silver","11344532.65","98.00","11279118.93","Reduce purchasing"
"WWI Projector 1080p LCD86 Silver","11311412.88","98.00","11275675.02","Reduce purchasing"
"Contoso Water Heater 4.3GPM M1250 Blue","11369457.75","97.00","11274628.20","Reduce purchasing"
"Litware Washer & Dryer 25.5in M350 Silver","11553196.77","93.00","11273307.75","Discount"
"Contoso Water Heater 4.3GPM M1250 Red","11251626.99","98.00","11223379.89","Reduce purchasing"
"Proseware Air conditioner 8000BTU M320 Red","11268900.16","98.00","11221995.46","Reduce purchasing"
"Fabrikam Refrigerator 19CuFt M7600 Brown","11304143.06","97.00","11219805.38","Reduce purchasing"
"Adventure Works 52"" LCD HDTV X790W Brown","11275426.22","98.00","11213705.21","Reduce purchasing"
"Litware Home Theater System 5.1 Channel M516 Black","11252946.38","97.00","11178659.84","Reduce purchasing"
"Contoso Home Theater System 5.1 Channel M1530 White","11199679.13","98.00","11172706.10","Reduce purchasing"
"Contoso Water Heater 4.3GPM M1250 Yellow","11166482.16","98.00","11118865.62","Reduce purchasing"
"Contoso Home Theater System 5.1 Channel M1530 Black","11174357.51","98.00","11093805.40","Reduce purchasing"
"Adventure Works 40"" LCD HDTV M690 Black","11165544.00","97.00","11093305.6","Reduce purchasing"
"WWI Projector 1080p LCD86 Black","11119797.12","98.00","11052883.68","Reduce purchasing"
"Contoso Air conditioner 8000BTU M0320 White","11088087.14","98.00","11043205.78","Reduce purchasing"
"Adventure Works 52"" LCD HDTV X790W Black","11043840.55","98.00","11014298.87","Reduce purchasing"
"Proseware Air conditioner 8000BTU M320 White","11009360.82","98.00","10971653.12","Reduce purchasing"
"Proseware Air conditioner 8000BTU M320 Grey","11006969.60","98.00","10966318.86","Reduce purchasing"
"Contoso SLR Camera 35"" M358 Pink","10971930.98","99.00","10954480.20","Reduce purchasing"
"SV Car Video LCD7 M7003 Black","10968422.22","99.00","10952471.36","Reduce purchasing"
"Contoso Home Theater System 2.1 Channel M1210 Brown","10919223.00","98.00","10889702.52","Reduce purchasing"
"Contoso Home Theater System 2.1 Channel M1210 White","10940860.17","98.00","10886851.11","Reduce purchasing"
"Litware Refrigerator 19CuFt M760 Orange","10949842.12","96.00","10883694.92","Reduce purchasing"
"Contoso Home Theater System 2.1 Channel M1210 Silver","10897250.37","98.00","10864039.83","Reduce purchasing"
"Contoso Air conditioner 8000BTU M0320 Grey","10904147.14","98.00","10862024.88","Reduce purchasing"
"Contoso Home Theater System 4.1 Channel M1410 Brown","10891883.01","99.00","10861691.61","Reduce purchasing"
"Fabrikam Refrigerator 19CuFt M7600 Grey","10871705.74","98.00","10839458.98","Reduce purchasing"
"Adventure Works 40"" LCD HDTV M690 White","10871486.60","97.00","10785899.8","Reduce purchasing"
"Contoso Home Theater System 4.1 Channel M1410 Silver","10809695.31","99.00","10778497.53","Reduce purchasing"
"SV Car Video TFT7 M7002 Silver","10782056.16","99.00","10771484.56","Reduce purchasing"
"Litware Refrigerator 19CuFt M760 Red","10729902.68","97.00","10694761.98","Reduce purchasing"
"Fabrikam Refrigerator 19CuFt M7600 Orange","10768764.16","96.00","10674090.98","Reduce purchasing"
"Contoso Home Theater System 4.1 Channel M1410 Black","10670982.60","99.00","10640120.28","Reduce purchasing"
"Contoso Air conditioner 8000BTU M0320 Blue","10672382.74","98.00","10629708.66","Reduce purchasing"
"Contoso Air conditioner 8000BTU M0320 Silver","10604508.88","98.00","10556500.54","Reduce purchasing"
"Contoso SLR Camera 35"" M358 Orange","10582087.14","98.00","10518375.33","Reduce purchasing"
"SV Car Video LCD7 M7003 Silver","10534185.51","99.00","10493290.22","Reduce purchasing"
"Contoso SLR Camera 35"" M358 Grey","10525454.42","98.00","10486437.11","Reduce purchasing"
"Fabrikam Coffee Maker Auto 10C M100 Black","10501789.65","98.00","10472630.40","Reduce purchasing"
"Proseware Air conditioner 7000BTU E260 Red","10480519.38","98.00","10436931.48","Reduce purchasing"
"A. Datum SLR Camera 35"" M358 Grey","10451268.63","98.00","10412721.99","Reduce purchasing"
"Contoso Air conditioner 7000BTU E0260 Silver","10430202.12","99.00","10399767.06","Reduce purchasing"
"SV Car Video TFT7 M7001 Silver","10448840.50","98.00","10392283.64","Reduce purchasing"
"Proseware Air conditioner 8000BTU M320 Silver","10411923.70","99.00","10386172.10","Reduce purchasing"
"Contoso Home Theater System 2.1 Channel M1210 Black","10395066.75","99.00","10368397.68","Reduce purchasing"
"Contoso Air conditioner 8000BTU M0320 Red","10396840.62","98.00","10354166.54","Reduce purchasing"
"Litware Home Theater System 5.1 Channel M512 Silver","10369975.84","98.00","10311152.32","Reduce purchasing"
"A. Datum SLR Camera 35"" M358 Silver Grey","10369201.59","98.00","10303299.27","Reduce purchasing"
"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue","10331179.23","97.00","10242800.14","Reduce purchasing"
"Litware Refrigerator 4.6CuFt E280 Silver","10251109.38","99.00","10223121.36","Reduce purchasing"
"Proseware Laptop15.4W M518 Black","10223154.24","99.00","10205376.66","Reduce purchasing"
"Contoso SLR Camera 35"" M358 Silver","10251839.36","98.00","10203767.40","Reduce purchasing"
"Fabrikam SLR Camera X150 Green","10193735.20","99.00","10166193.6","Reduce purchasing"
"Fabrikam Coffee Maker Auto 10C M100 Silver","10215685.95","98.00","10145360.70","Reduce purchasing"
"Fabrikam Refrigerator 4.6CuFt E2800 Orange","10165004.16","98.00","10135333.80","Reduce purchasing"
